"","long_station_name","data_owner_id","dwr_sample_code","collection_date2","lab_result","field_result","rpd"
"1152","Liberty Cut at USGS Piling","1860","C0820B0539","08/12/2020 11:25",205,198.5,-3.22180916976456
"1153","Upper Cache Slough","1860","C0820B0538","08/12/2020 11:58",169,164,-3.003003003003
"1154","(User Defined)","1860","C0820B0536","08/12/2020 12:24",188,182.5,-2.96896086369771
"1155","Cache Slough nr. Ryer Island gaging station","1860","C0820B0537","08/12/2020 12:57",160,156.2,-2.40354206198609
"1156","Cache Slough nr. Ryer Island gaging station","1860","C0919B0850","09/04/2019 09:50",143,150,4.77815699658703
"1157","Upper Cache Slough","1860","C0919B0851","09/04/2019 10:15",168,166,-1.19760479041916
"1158","Liberty Cut at USGS Piling","1860","C0919B0852","09/04/2019 10:40",435,437,0.458715596330275
"1159","South Tip of Liberty Island","1860","C0919B0853","09/04/2019 11:00",157,155.6,-0.895713371721053
"1160","Miner Slough below Prospect Island","1860","C0919B0854","09/04/2019 11:20",133,130.5,-1.89753320683112
"1161","Cache Slough nr. Ryer Island gaging station","1860","C0920B0643","09/09/2020 11:42",196,190.5,-2.84605433376455
"1162","Upper Cache Slough","1860","C0920B0644","09/09/2020 12:08",202,196,-3.01507537688442
"1163","(User Defined)","1860","C0920B0642","09/09/2020 12:35",233,231,-0.862068965517241
"1164","Liberty Cut at USGS Piling","1860","C0920B0645","09/09/2020 13:20",244,237.6,-2.6578073089701
"1165","South Tip of Liberty Island","1860","C0920B0646","09/09/2020 13:47",198,193.7,-2.19555782486598
"1166","Miner Slough below Prospect Island","1860","C0920B0647","09/09/2020 14:08",200,192.4,-3.87359836901121
"1167","Cache Slough nr. Ryer Island gaging station","1860","C0921B0450","09/09/2021 09:52",226,219.6,-2.87253141831239
"1168","Upper Cache Slough","1860","C0921B0451","09/09/2021 10:12",232,224.9,-3.10790107244473
"1169","(User Defined)","1860","C0921B0449","09/09/2021 10:34",265,258.1,-2.63811890651882
"1170","Liberty Cut at USGS Piling","1860","C0921B0452","09/09/2021 11:06",282,274.6,-2.6590010779734
"1171","South Tip of Liberty Island","1860","C0921B0453","09/09/2021 11:29",227,221.2,-2.58813029897368
"1172","Miner Slough below Prospect Island","1860","C0921B0454","09/09/2021 11:44",207,201.3,-2.79206465833945
"1173","Cache Slough nr. Ryer Island gaging station","1860","C0918B1037","09/11/2018 10:00",186,187,0.536193029490617
"1174","Lindsey Slough at Hastings Island Bridge.","1860","C0918B1038","09/11/2018 10:15",203,202,-0.493827160493827
"1175","Shag Slough @ Liberty Island Bridge","1860","C0918B1040","09/11/2018 10:45",342,341,-0.292825768667643
"1176","Wildlands Restoration Site","1860","C0918B1041","09/11/2018 11:05",496,495,-0.201816347124117
"1177","Liberty Cut at USGS Piling","1860","C0918B1042","09/11/2018 11:15",476,484,1.66666666666667
"1178","Upper Cache Slough","1860","C0918B1039","09/11/2018 11:32",201,200,-0.498753117206983
"1179","South Tip of Liberty Island","1860","C0918B1043","09/11/2018 11:40",200,198,-1.00502512562814
"1180","Sacramento Deep Water Channel","1860","C0918B1044","09/11/2018 11:55",208,207,-0.481927710843374
"1181","Miner Slough below Prospect Island","1860","C0918B1045","09/11/2018 12:25",175,174,-0.573065902578797
"1182","Miner Slough @ Highway 84 Bridge","1860","C0918B1046","09/11/2018 12:40",170,169,-0.589970501474926
"1183","Cache Slough nr. Ryer Island gaging station","1860","C1021B0502","10/06/2021 09:44",199,197.2,-0.90863200403837
"1184","Upper Cache Slough","1860","C1021B0503","10/06/2021 10:31",224,225.3,0.578677943467621
"1185","Liberty Cut at USGS Piling","1860","C1021B0504","10/06/2021 11:13",276,274.8,-0.435729847494549
"1186","South Tip of Liberty Island","1860","C1021B0505","10/06/2021 11:39",209,209.3,0.143437724121449
"1187","Miner Slough below Prospect Island","1860","C1021B0506","10/06/2021 11:57",161,161.7,0.433839479392618
"1188","Cache Slough nr. Ryer Island gaging station","1860","C1020B0710","10/08/2020 10:30",154,150.2,-2.4983563445102
"1189","Upper Cache Slough","1860","C1020B0711","10/08/2020 11:25",188,182.4,-3.02375809935205
"1190","(User Defined)","1860","C1020B0709","10/08/2020 11:47",235,222.4,-5.5094009619589
"1191","Liberty Cut at USGS Piling","1860","C1020B0712","10/08/2020 12:30",230,223,-3.09050772626932
"1192","South Tip of Liberty Island","1860","C1020B0713","10/08/2020 12:50",160,157,-1.89274447949527
"1193","Miner Slough below Prospect Island","1860","C1020B0714","10/08/2020 13:15",140,134.6,-3.93299344501093
"1194","Cache Slough nr. Ryer Island gaging station","1860","C1018B1134","10/09/2018 09:24",161,157.8,-2.00752823086574
"1195","Lindsey Slough at Hastings Island Bridge.","1860","C1018B1135","10/09/2018 10:00",187,183.1,-2.10753850310727
"1196","Upper Cache Slough","1860","C1018B1136","10/09/2018 10:15",211,200.7,-5.00364342968181
"1197","Shag Slough @ Liberty Island Bridge","1860","C1018B1137","10/09/2018 10:30",392,389.9,-0.537153088630265
"1198","Wildlands Restoration Site","1860","C1018B1138","10/09/2018 10:45",413,407.3,-1.38973546263562
"1199","Liberty Cut at USGS Piling","1860","C1018B1139","10/09/2018 10:58",356,350.6,-1.52844607981884
"1200","South Tip of Liberty Island","1860","C1018B1140","10/09/2018 11:20",174,170.9,-1.79762249927515
"1201","Sacramento Deep Water Channel","1860","C1018B1141","10/09/2018 11:30",188,181.6,-3.46320346320347
"1202","Miner Slough below Prospect Island","1860","C1018B1142","10/09/2018 11:45",168,163.7,-2.59270425082907
"1203","Miner Slough @ Highway 84 Bridge","1860","C1018B1143","10/09/2018 12:10",140,136.2,-2.75162925416366
"1204","Cache Slough nr. Ryer Island gaging station","1860","C1121B0566","11/04/2021 10:08",228,227,-0.43956043956044
"1205","Upper Cache Slough","1860","C1121B0567","11/04/2021 10:34",411,415.5,1.08892921960073
"1206","Liberty Cut at USGS Piling","1860","C1121B0568","11/04/2021 12:11",401,401,0
"1207","South Tip of Liberty Island","1860","C1121B0569","11/04/2021 12:33",226,225,-0.443458980044346
"1208","Miner Slough below Prospect Island","1860","C1121B0570","11/04/2021 12:55",218,217.1,-0.413698000459667
"1209","Cache Slough nr. Ryer Island gaging station","1860","C1119B0999","11/05/2019 10:12",138,134.3,-2.71759089239808
"1210","Upper Cache Slough","1860","C1119B1000","11/05/2019 10:31",236,231.3,-2.01155574577359
"1211","Liberty Cut at USGS Piling","1860","C1119B1001","11/05/2019 11:22",225,218.5,-2.93122886133033
"1212","South Tip of Liberty Island","1860","C1119B1002","11/05/2019 11:42",138,134.1,-2.86659316427784
"1213","Miner Slough below Prospect Island","1860","C1119B1003","11/05/2019 11:54",140,136.8,-2.31213872832369
"1214","Cache Slough nr. Ryer Island gaging station","1860","C1118B1246","11/06/2018 11:20",154,166,7.5
"1215","Lindsey Slough at Hastings Island Bridge.","1860","C1118B1247","11/06/2018 11:45",177,176,-0.56657223796034
"1216","Upper Cache Slough","1860","C1118B1248","11/06/2018 12:10",242,235,-2.93501048218029
"1217","Shag Slough @ Liberty Island Bridge","1860","C1118B1249","11/06/2018 13:05",262,263,0.380952380952381
"1218","Liberty Cut at USGS Piling","1860","C1118B1251","11/06/2018 13:25",254,253,-0.394477317554241
"1219","Wildlands Restoration Site","1860","C1118B1250","11/06/2018 13:25",253,269,6.13026819923372
"1220","South Tip of Liberty Island","1860","C1118B1252","11/06/2018 14:02",164,162,-1.22699386503067
"1221","Sacramento Deep Water Channel","1860","C1118B1253","11/06/2018 14:20",146,163,11.0032362459547
"1222","Miner Slough below Prospect Island","1860","C1118B1254","11/06/2018 14:48",166,163,-1.82370820668693
"1223","Miner Slough @ Highway 84 Bridge","1860","C1118B1255","11/06/2018 15:05",170,168,-1.18343195266272
"1224","Cache Slough nr. Ryer Island gaging station","1860","C1120B0859","11/06/2020 10:40",158,154.2,-2.43433696348495
"1225","Upper Cache Slough","1860","C1120B0860","11/06/2020 11:07",202,206.6,2.2515907978463
"1226","(User Defined)","1860","C1120B0858","11/06/2020 12:04",456,444.8,-2.48667850799289
"1227","Liberty Cut at USGS Piling","1860","C1120B0861","11/06/2020 12:45",203,197.2,-2.89855072463769
"1228","South Tip of Liberty Island","1860","C1120B0862","11/06/2020 13:12",156,152.6,-2.20349967595593
"1229","Miner Slough below Prospect Island","1860","C1120B0863","11/06/2020 13:29",156,151.9,-2.66320233842156
"1230","Cache Slough nr. Ryer Island gaging station","1860","C1219B1329","12/03/2019 09:45",171,167.7,-1.94862710363154
"1231","Upper Cache Slough","1860","C1219B1330","12/03/2019 10:05",259,241,-7.2
"1232","Liberty Cut at USGS Piling","1860","C1219B1331","12/03/2019 10:58",261,255.5,-2.1297192642788
"1233","South Tip of Liberty Island","1860","C1219B1332","12/03/2019 11:40",178,172,-3.42857142857143
"1234","Miner Slough below Prospect Island","1860","C1219B1333","12/03/2019 11:53",158,153,-3.21543408360129
"1235","Cache Slough nr. Ryer Island gaging station","1860","C1218B1375","12/04/2018 10:19",211,209.1,-0.904546536538922
"1236","Lindsey Slough at Hastings Island Bridge.","1860","C1218B1376","12/04/2018 10:56",222,220.4,-0.723327305605784
"1237","Upper Cache Slough","1860","C1218B1377","12/04/2018 11:18",352,334.6,-5.06845324788814
"1238","Shag Slough @ Liberty Island Bridge","1860","C1218B1378","12/04/2018 11:36",279,276.4,-0.936262153402961
"1239","Wildlands Restoration Site","1860","C1218B1379","12/04/2018 11:57",336,335.5,-0.148920327624721
"1240","Liberty Cut at USGS Piling","1860","C1218B1380","12/04/2018 12:10",330,328.8,-0.364298724954459
"1241","South Tip of Liberty Island","1860","C1218B1381","12/04/2018 12:32",206,203.4,-1.27015144113336
"1242","Sacramento Deep Water Channel","1860","C1218B1382","12/04/2018 12:43",209,206,-1.44578313253012
"1243","Miner Slough below Prospect Island","1860","C1218B1383","12/04/2018 12:57",190,187.8,-1.1646373742721
"1244","Miner Slough @ Highway 84 Bridge","1860","C1218B1384","12/04/2018 13:18",201,198.5,-1.25156445556946
"1245","Cache Slough nr. Ryer Island gaging station","1860","C1221B0653","12/08/2021 11:22",281,285.2,1.48357470858354
"1246","Upper Cache Slough","1860","C1221B0654","12/08/2021 11:46",381,386,1.30378096479791
"1247","(User Defined)","1860","C1221B0652","12/08/2021 12:14",627,6.32,-196.008337017621
"1248","Liberty Cut at USGS Piling","1860","C1221B0655","12/08/2021 12:51",335,334.6,-0.119474313022693
"1249","South Tip of Liberty Island","1860","C1221B0656","12/08/2021 13:51",269,268.2,-0.297840655249446
"1250","Miner Slough below Prospect Island","1860","C1221B0657","12/08/2021 14:10",219,218.1,-0.411805078929309
"1251","Cache Slough nr. Ryer Island gaging station","1860","C1218B1438","12/18/2018 11:07",212,209.1,-1.37734504868203
"1252","Lindsey Slough at Hastings Island Bridge.","1860","C1218B1439","12/18/2018 11:30",237,231.5,-2.34791889007471
"1253","Upper Cache Slough","1860","C1218B1440","12/18/2018 12:03",334,325,-2.73141122913505
"1254","Shag Slough @ Liberty Island Bridge","1860","C1218B1441","12/18/2018 12:15",284,278.2,-2.06332266097475
"1255","Wildlands Restoration Site","1860","C1218B1442","12/18/2018 12:30",402,393.4,-2.16243399547398
"1256","Liberty Cut at USGS Piling","1860","C1218B1443","12/18/2018 12:40",384,383.2,-0.20855057351408
"1257","South Tip of Liberty Island","1860","C1218B1444","12/18/2018 13:00",212,206.8,-2.48328557784145
"1258","Sacramento Deep Water Channel","1860","C1218B1445","12/18/2018 13:10",220,215.3,-2.15943027796921
"1259","Miner Slough below Prospect Island","1860","C1218B1446","12/18/2018 13:20",217,211.6,-2.51983201119926
"1260","Miner Slough @ Highway 84 Bridge","1860","C1218B1447","12/18/2018 13:35",200,195.5,-2.275600505689
"1261","Calaveras River at UOP footbridge","1860","C0119B0019","01/09/2019 09:45",172,167.2,-2.83018867924529
"1262","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0119B0018","01/09/2019 11:30",879,870,-1.02915951972556
"1263","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0120B0069","01/09/2020 13:00",677,675,-0.29585798816568
"1264","Calaveras River at UOP footbridge","1860","C0120B0073","01/09/2020 13:50",183,180.7,-1.26477866373385
"1265","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0220B0097","02/06/2020 10:05",395,393.4,-0.405885337392193
"1266","Calaveras River at UOP footbridge","1860","C0219B0087","02/07/2019 10:05",183,180,-1.65289256198347
"1267","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0219B0086","02/07/2019 11:00",345,332,-3.84047267355982
"1268","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0222B0055","02/09/2022 10:20",307,307.6,0.195248942401569
"1269","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0320B0209","03/05/2020 13:00",399,399,0
"1270","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0322B0144","03/10/2022 12:05",419,415.8,-0.76665069477719
"1271","Calaveras River at UOP footbridge","1860","C0319B0179","03/11/2019 09:15",157,157.9,0.571610034931728
"1272","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0319B0178","03/11/2019 11:15",169,166.7,-1.37027107536492
"1273","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0318B0351","03/14/2018 08:40",813,837,2.90909090909091
"1274","Calaveras River at UOP footbridge","1860","C0318B0352","03/14/2018 11:00",184,187,1.61725067385445
"1275","Mokelumne River @ Benson's Ferry","1860","C0318B0353","03/14/2018 12:10",116,122,5.04201680672269
"1276","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0318B0406","03/26/2018 08:15",196,199,1.51898734177215
"1277","Calaveras River at UOP footbridge","1860","C0318B0407","03/26/2018 10:17",194,198,2.04081632653061
"1278","Mokelumne River @ Benson's Ferry","1860","C0318B0408","03/26/2018 11:38",101,103,1.96078431372549
"1279","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0422B0179","04/05/2022 12:06",623,622,-0.160642570281124
"1280","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0421B0133","04/07/2021 10:45",751,742,-1.20562625586068
"1281","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0419B0269","04/09/2019 11:30",182,180.2,-0.993926007730542
"1282","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0418B0511","04/11/2018 08:45",177,178,0.563380281690141
"1283","Calaveras River at UOP footbridge","1860","C0418B0512","04/11/2018 10:15",188,191.3,1.74004745583971
"1284","Mokelumne River @ Benson's Ferry","1860","C0418B0513","04/11/2018 11:15",101,99.3,-1.6974538192711
"1285","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0418B0553","04/23/2018 08:25",283,284.2,0.423131170662901
"1286","Calaveras River at UOP footbridge","1860","C0418B0554","04/23/2018 09:25",204,204.7,0.342549547345235
"1287","Mokelumne River @ Benson's Ferry","1860","C0418B0555","04/23/2018 10:25",87,73.4,-16.9576059850374
"1288","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0521B0213","05/04/2021 11:25",403.5,388.2,-3.86510041682456
"1289","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0518B0596","05/07/2018 08:20",132,132,0
"1290","Calaveras River at UOP footbridge","1860","C0518B0597","05/07/2018 09:55",181,182,0.550964187327824
"1291","Mokelumne River @ Benson's Ferry","1860","C0518B0598","05/07/2018 11:20",72,74,2.73972602739726
"1292","Calaveras River at UOP footbridge","1860","C0519B0357","05/08/2019 08:45",156,156.1,0.0640820249919861
"1293","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0519B0356","05/08/2019 11:15",118,115.7,-1.96833547282841
"1294","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0522B0543","05/11/2022 12:30",190,191.3,0.681877786519807
"1295","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0518B0666","05/21/2018 08:45",189,192,1.5748031496063
"1296","Calaveras River at UOP footbridge","1860","C0518B0667","05/21/2018 10:30",171,175,2.3121387283237
"1297","Mokelumne River @ Benson's Ferry","1860","C0518B0668","05/21/2018 11:50",41,42.2,2.88461538461539
"1298","Mokelumne River @ Benson's Ferry","1860","C0618B0724","06/04/2018 10:30",41,41.8,1.93236714975845
"1299","Calaveras River at UOP footbridge","1860","C0618B0723","06/04/2018 12:06",161,164.7,2.27202947497697
"1300","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0618B0722","06/04/2018 13:30",431,441,2.29357798165138
"1301","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0619B0475","06/06/2019 11:00",79,77.8,-1.53061224489796
"1302","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0621B0269","06/08/2021 14:30",175,172,-1.72910662824208
"1303","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0622B0610","06/08/2022 11:29",125,126.6,1.2718600953895
"1304","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0618B0811","06/18/2018 09:40",412,419,1.68471720818291
"1305","Calaveras River at UOP footbridge","1860","C0618B0812","06/18/2018 12:30",157,161,2.51572327044025
"1306","Mokelumne River @ Benson's Ferry","1860","C0618B0813","06/18/2018 13:28",53,55,3.7037037037037
"1307","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0719B0652","07/08/2019 12:00",424,427,0.705052878965923
"1308","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0720B0394","07/08/2020 11:45",468,454.8,-2.86085825747724
"1309","C10A - San Joaquin River near Vernalis @ SJR Club","1860","C0718B0863","07/11/2018 09:01",476,477.3,0.272736808979337
"1310","Calaveras River at UOP footbridge","1860","C0718B0864","07/11/2018 11:33",161,161.9,0.557448126354912
"1311","Mokelumne River @ Benson's Ferry","1860","C0718B0865","07/11/2018 12:56",58,58.5,0.858369098712446
